"","state","state.name","middate","pollster","pollster_id","poll_grade","samplesize","population","clinton","trump","days.until"
"994","MT","Montana","9/17/16","Google Consumer Surveys",73,"B",159,"likelyvoters",32.75,28.94,52
"995","MT","Montana","9/12/16","Ipsos",25,"A-",130,"likelyvoters",36.29,53.6,57
"996","MT","Montana","9/10/16","Google Consumer Surveys",73,"B",175,"likelyvoters",27.8,34.93,59
"997","MT","Montana","9/5/16","Ipsos",25,"A-",113,"likelyvoters",39.04,52.31,64
"998","MT","Montana","9/3/16","Google Consumer Surveys",73,"B",157,"likelyvoters",29.85,32.2,66
"999","MT","Montana","8/29/16","Ipsos",25,"A-",114,"likelyvoters",29.77,60.2,71
"1000","MT","Montana","8/27/16","Google Consumer Surveys",73,"B",128,"likelyvoters",32.36,33.33,73
"1001","MT","Montana","8/20/16","SurveyMonkey",352,"C-",999,"registeredvoters",31,44,80
"1002","MT","Montana","8/20/16","Google Consumer Surveys",73,"B",118,"likelyvoters",35.91,28.11,80
"1003","MT","Montana","8/13/16","Google Consumer Surveys",73,"B",107,"likelyvoters",30.27,33.17,87
"1004","MT","Montana","8/8/16","Ipsos",25,"A-",100,"likelyvoters",39.93,46.87,92
"1005","NC","North Carolina","10/17/16","Google Consumer Surveys",73,"B",648,"likelyvoters",37.81,38.07,22
"1006","NC","North Carolina","10/17/16","Ipsos",25,"A-",377,"likelyvoters",47.13,43.37,22
"1007","NC","North Carolina","10/16/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",875,"likelyvoters",46,41,23
"1008","NC","North Carolina","10/15/16","National Research, Inc.",51,"B+",600,"likelyvoters",44,42,24
"1009","NC","North Carolina","10/15/16","SurveyUSA",12,"A",651,"likelyvoters",46,44,24
"1010","NC","North Carolina","10/12/16","CNN/Opinion Research Corp.",30,"A-",788,"likelyvoters",48,47,27
"1011","NC","North Carolina","10/12/16","CVOTER International",192,"C+",350,"likelyvoters",48,47.7,27
"1012","NC","North Carolina","10/12/16","SurveyMonkey",352,"C-",1191,"likelyvoters",46,40,27
"1013","NC","North Carolina","10/12/16","Google Consumer Surveys",73,"B",559,"likelyvoters",35.61,38.39,27
"1014","NC","North Carolina","10/11/16","Marist College",8,"A",743,"likelyvoters",45,41,28
"1015","NC","North Carolina","10/11/16","Emerson College",119,"B",600,"likelyvoters",46,42,28
"1016","NC","North Carolina","10/11/16","Suffolk University",65,"B+",500,"likelyvoters",44.8,43.4,28
"1017","NC","North Carolina","10/10/16","Ipsos",25,"A-",1056,"likelyvoters",46.33,42.42,29
"1018","NC","North Carolina","10/6/16","Google Consumer Surveys",73,"B",618,"likelyvoters",35.04,36.78,33
"1019","NC","North Carolina","10/5/16","CVOTER International",192,"C+",514,"likelyvoters",47.8,47.3,34
"1020","NC","North Carolina","10/3/16","High Point University",38,"B+",479,"likelyvoters",43,42,36
"1021","NC","North Carolina","10/3/16","Ipsos",25,"A-",326,"likelyvoters",44.16,43.09,36
"1022","NC","North Carolina","10/1/16","SurveyUSA",12,"A",656,"likelyvoters",46,44,38
"1023","NC","North Carolina","9/30/16","Selzer & Company",3,"A+",805,"likelyvoters",44,43,39
"1024","NC","North Carolina","9/30/16","Google Consumer Surveys",73,"B",734,"likelyvoters",31.28,41.89,39
"1025","NC","North Carolina","9/29/16","Quinnipiac University",26,"A-",507,"likelyvoters",46,43,40
"1026","NC","North Carolina","9/28/16","Elon University",58,"B+",660,"likelyvoters",44.5,39,41
"1027","NC","North Carolina","9/27/16","Public Policy Polling",60,"B+",861,"likelyvoters",44,42,42
"1028","NC","North Carolina","9/25/16","CVOTER International",192,"C+",773,"likelyvoters",45.5,50,44
"1029","NC","North Carolina","9/23/16","Google Consumer Surveys",73,"B",613,"likelyvoters",32.56,41.32,46
"1030","NC","North Carolina","9/23/16","Gravis Marketing",181,"B-",694,"likelyvoters",44,43,46
"1031","NC","North Carolina","9/22/16","Ipsos",25,"A-",520,"likelyvoters",48.07,43.58,47
"1032","NC","North Carolina","9/20/16","Meredith College",NA,"",487,"registeredvoters",38,35,49
"1033","NC","North Carolina","9/19/16","High Point University",38,"B+",404,"likelyvoters",43,42,50
"1034","NC","North Carolina","9/19/16","Fox News/Anderson Robbins Research/Shaw & Company Research",17,"A",734,"likelyvoters",40,45,50
"1035","NC","North Carolina","9/19/16","Public Policy Polling",60,"B+",1024,"likelyvoters",43,45,50
"1036","NC","North Carolina","9/19/16","Ipsos",25,"A-",264,"likelyvoters",48.98,43.4,50
"1037","NC","North Carolina","9/18/16","CVOTER International",192,"C+",610,"likelyvoters",46.3,48.7,51
"1038","NC","North Carolina","9/17/16","Siena College",14,"A",782,"likelyvoters",41,41,52
"1039","NC","North Carolina","9/17/16","Google Consumer Surveys",73,"B",708,"likelyvoters",32.31,39.54,52
"1040","NC","North Carolina","9/14/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",400,"likelyvoters",44,40,55
"1041","NC","North Carolina","9/14/16","Elon University",58,"B+",644,"likelyvoters",43,44,55
"1042","NC","North Carolina","9/11/16","National Research, Inc.",51,"B+",600,"likelyvoters",42,42,58
"1043","NC","North Carolina","9/10/16","Google Consumer Surveys",73,"B",779,"likelyvoters",32.64,37.88,59
"1044","NC","North Carolina","9/8/16","Ipsos",25,"A-",502,"likelyvoters",46.37,43.72,61
"1045","NC","North Carolina","9/6/16","Suffolk University",65,"B+",500,"likelyvoters",41,44,63
"1046","NC","North Carolina","9/3/16","Google Consumer Surveys",73,"B",738,"likelyvoters",30.2,39.03,66
"1047","NC","North Carolina","9/2/16","Quinnipiac University",26,"A-",751,"likelyvoters",42,38,67
"1048","NC","North Carolina","9/1/16","Ipsos",25,"A-",484,"likelyvoters",45.98,44.7,68
"1049","NC","North Carolina","8/31/16","YouGov",81,"B",1088,"likelyvoters",46,42,69
"1050","NC","North Carolina","8/28/16","Emerson College",119,"B",800,"likelyvoters",43.4,44.8,72
"1051","NC","North Carolina","8/27/16","Google Consumer Surveys",73,"B",771,"likelyvoters",33.74,37.33,73
"1052","NC","North Carolina","8/26/16","Public Policy Polling",60,"B+",1177,"likelyvoters",45,44,74
"1053","NC","North Carolina","8/25/16","Ipsos",25,"A-",404,"likelyvoters",48.92,43.83,75
"1054","NC","North Carolina","8/21/16","Monmouth University",1,"A+",401,"likelyvoters",44,42,79
"1055","NC","North Carolina","8/20/16","CNN/Opinion Research Corp.",30,"A-",803,"likelyvoters",45,45,80
"1056","NC","North Carolina","8/20/16","SurveyMonkey",352,"C-",2552,"registeredvoters",40,41,80
"1057","NC","North Carolina","8/20/16","Google Consumer Surveys",73,"B",778,"likelyvoters",32.86,37.42,80
"1058","NC","North Carolina","8/18/16","Ipsos",25,"A-",407,"likelyvoters",48.12,44.26,82
"1059","NC","North Carolina","8/16/16","Gravis Marketing",181,"B-",723,"registeredvoters",38,39,84
"1060","NC","North Carolina","8/13/16","Google Consumer Surveys",73,"B",742,"likelyvoters",33.51,35.36,87
"1061","NC","North Carolina","8/11/16","Ipsos",25,"A-",438,"likelyvoters",47.24,45.25,89
"1062","NC","North Carolina","8/7/16","Marist College",8,"A",921,"registeredvoters",45,36,93
"1063","NC","North Carolina","8/6/16","Public Policy Polling",60,"B+",830,"likelyvoters",43,41,94
"1064","NC","North Carolina","8/1/16","SurveyUSA",12,"A",400,"likelyvoters",42,46,99
"1065","NC","North Carolina","7/8/16","Marist College",8,"A",907,"registeredvoters",42,36,123
"1066","NC","North Carolina","6/22/16","YouGov",81,"B",988,"likelyvoters",44,42,139
"1067","NC","North Carolina","6/22/16","National Research, Inc.",51,"B+",600,"likelyvoters",42,40,139
"1068","NC","North Carolina","6/16/16","Evolving Strategies",NA,"",603,"likelyvoters",44,37,145
"1069","NC","North Carolina","6/16/16","TargetPoint",333,"C",200,"likelyvoters",39,45,145
"1070","NC","North Carolina","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",48,38,146
"1071","NC","North Carolina","5/22/16","National Research, Inc.",51,"B+",600,"likelyvoters",36,39,170
"1072","NC","North Carolina","4/24/16","National Research, Inc.",51,"B+",600,"likelyvoters",49,40,198
"1073","NC","North Carolina","4/12/16","Elon University",58,"B+",621,"registeredvoters",45,39,210
"1074","NC","North Carolina","3/9/16","SurveyUSA",12,"A",1576,"likelyvoters",42,49,244
"1075","NC","North Carolina","2/17/16","Elon University",58,"B+",1530,"likelyvoters",47,41,265
"1076","NC","North Carolina","2/15/16","SurveyUSA",12,"A",1250,"likelyvoters",43,45,267
"1077","ND","North Dakota","10/17/16","Google Consumer Surveys",73,"B",66,"likelyvoters",27.46,37.9,22
"1078","ND","North Dakota","10/12/16","CVOTER International",192,"C+",314,"likelyvoters",36.6,55.9,27
"1079","ND","North Dakota","10/12/16","Google Consumer Surveys",73,"B",72,"likelyvoters",17.11,41.53,27
"1080","ND","North Dakota","10/6/16","Google Consumer Surveys",73,"B",58,"likelyvoters",13.34,63.29,33
"1081","ND","North Dakota","10/5/16","CVOTER International",192,"C+",314,"likelyvoters",36.5,55.4,34
"1082","ND","North Dakota","10/3/16","Ipsos",25,"A-",105,"likelyvoters",34.67,44.9,36
"1083","ND","North Dakota","9/30/16","Google Consumer Surveys",73,"B",49,"likelyvoters",22.78,45.48,39
"1084","ND","North Dakota","9/26/16","Ipsos",25,"A-",100,"likelyvoters",30.32,43.17,43
"1085","ND","North Dakota","9/25/16","CVOTER International",192,"C+",480,"likelyvoters",35.9,56.6,44
"1086","ND","North Dakota","9/23/16","Google Consumer Surveys",73,"B",61,"likelyvoters",26.63,49.28,46
"1087","ND","North Dakota","9/18/16","CVOTER International",192,"C+",487,"likelyvoters",35.5,56.6,51
"1088","ND","North Dakota","9/17/16","Google Consumer Surveys",73,"B",63,"likelyvoters",17.44,39.19,52
"1089","ND","North Dakota","9/14/16","DFM Research",135,"B-",400,"likelyvoters",32,43,55
"1090","ND","North Dakota","9/10/16","Google Consumer Surveys",73,"B",71,"likelyvoters",26.31,45.08,59
"1091","ND","North Dakota","9/3/16","Google Consumer Surveys",73,"B",84,"likelyvoters",23.8,45.58,66
"1092","ND","North Dakota","8/27/16","Google Consumer Surveys",73,"B",63,"likelyvoters",21.39,48.83,73
"1093","ND","North Dakota","8/20/16","SurveyMonkey",352,"C-",549,"registeredvoters",26,51,80
"1094","ND","North Dakota","8/20/16","Google Consumer Surveys",73,"B",62,"likelyvoters",20.62,41.81,80
"1095","ND","North Dakota","8/13/16","Google Consumer Surveys",73,"B",78,"likelyvoters",22.03,43.01,87
"1096","NE","Nebraska","10/17/16","Google Consumer Surveys",73,"B",227,"likelyvoters",31.74,38.71,22
"1097","NE","Nebraska","10/12/16","CVOTER International",192,"C+",333,"likelyvoters",38.7,57.2,27
"1098","NE","Nebraska","10/12/16","Google Consumer Surveys",73,"B",217,"likelyvoters",27.82,40.76,27
"1099","NE","Nebraska","10/10/16","Ipsos",25,"A-",207,"likelyvoters",34.73,46.81,29
"1100","NE","Nebraska","10/6/16","Google Consumer Surveys",73,"B",233,"likelyvoters",26.88,39.06,33
"1101","NE","Nebraska","10/5/16","CVOTER International",192,"C+",351,"likelyvoters",38.5,56.7,34
"1102","NE","Nebraska","10/3/16","Ipsos",25,"A-",241,"likelyvoters",33.32,48.55,36
"1103","NE","Nebraska","9/30/16","Google Consumer Surveys",73,"B",238,"likelyvoters",31.87,36.58,39
"1104","NE","Nebraska","9/26/16","Ipsos",25,"A-",221,"likelyvoters",31.75,47.56,43
"1105","NE","Nebraska CD-3","9/25/16","Emerson College",119,"B",700,"likelyvoters",20,65,44
"1106","NE","Nebraska CD-2","9/25/16","Emerson College",119,"B",700,"likelyvoters",40,49,44
"1107","NE","Nebraska CD-1","9/25/16","Emerson College",119,"B",700,"likelyvoters",29,53,44
"1108","NE","Nebraska","9/25/16","Emerson College",119,"B",700,"likelyvoters",29.3,55.7,44
"1109","NE","Nebraska","9/25/16","CVOTER International",192,"C+",541,"likelyvoters",36.9,59.3,44
"1110","NE","Nebraska","9/23/16","Google Consumer Surveys",73,"B",207,"likelyvoters",29.03,38.05,46
"1111","NE","Nebraska","9/19/16","Ipsos",25,"A-",197,"likelyvoters",32.71,51.19,50
"1112","NE","Nebraska","9/18/16","CVOTER International",192,"C+",529,"likelyvoters",36.9,58.6,51
"1113","NE","Nebraska","9/17/16","Google Consumer Surveys",73,"B",202,"likelyvoters",29.11,41.65,52
"1114","NE","Nebraska","9/12/16","Ipsos",25,"A-",169,"likelyvoters",30.94,54.47,57
"1115","NE","Nebraska","9/10/16","Google Consumer Surveys",73,"B",217,"likelyvoters",23.7,45.78,59
"1116","NE","Nebraska","9/5/16","Ipsos",25,"A-",175,"likelyvoters",31.74,51.22,64
"1117","NE","Nebraska","9/3/16","Google Consumer Surveys",73,"B",248,"likelyvoters",27.38,40.91,66
"1118","NE","Nebraska","8/29/16","Ipsos",25,"A-",171,"likelyvoters",27.75,55.65,71
"1119","NE","Nebraska","8/27/16","Google Consumer Surveys",73,"B",193,"likelyvoters",28.7,34.35,73
"1120","NE","Nebraska","8/22/16","Ipsos",25,"A-",127,"likelyvoters",37.84,44.65,78
"1121","NE","Nebraska","8/20/16","SurveyMonkey",352,"C-",983,"registeredvoters",32,42,80
"1122","NE","Nebraska","8/20/16","Google Consumer Surveys",73,"B",174,"likelyvoters",24.5,38.25,80
"1123","NE","Nebraska","8/15/16","Ipsos",25,"A-",136,"likelyvoters",45.02,41.5,85
"1124","NE","Nebraska","8/13/16","Google Consumer Surveys",73,"B",180,"likelyvoters",32.71,30.16,87
"1125","NE","Nebraska","8/8/16","Ipsos",25,"A-",185,"likelyvoters",34.72,49.39,92
"1126","NH","New Hampshire","10/18/16","Emerson College",119,"B",900,"likelyvoters",44,36,21
"1127","NH","New Hampshire","10/17/16","Google Consumer Surveys",73,"B",89,"likelyvoters",41.91,29.45,22
"1128","NH","New Hampshire","10/14/16","University of New Hampshire",37,"B+",755,"likelyvoters",49,34,25
"1129","NH","New Hampshire","10/12/16","CVOTER International",192,"C+",308,"likelyvoters",50.1,45.8,27
"1130","NH","New Hampshire","10/12/16","SurveyMonkey",352,"C-",569,"likelyvoters",47,36,27
"1131","NH","New Hampshire","10/12/16","Google Consumer Surveys",73,"B",71,"likelyvoters",47.86,23.29,27
"1132","NH","New Hampshire","10/11/16","MassINC Polling Group",32,"A-",501,"likelyvoters",41,38,28
"1133","NH","New Hampshire","10/10/16","Ipsos",25,"A-",179,"likelyvoters",45.11,39.21,29
"1134","NH","New Hampshire","10/9/16","University of Massachusetts Lowell",80,"B",517,"likelyvoters",45,39,30
"1135","NH","New Hampshire","10/8/16","Public Policy Polling",60,"B+",600,"likelyvoters",48,37,31
"1136","NH","New Hampshire","10/6/16","Google Consumer Surveys",73,"B",76,"likelyvoters",56.62,17.43,33
"1137","NH","New Hampshire","10/5/16","CVOTER International",192,"C+",309,"likelyvoters",49.9,45.4,34
"1138","NH","New Hampshire","10/4/16","Suffolk University",65,"B+",500,"likelyvoters",44,42,35
"1139","NH","New Hampshire","10/3/16","Ipsos",25,"A-",184,"likelyvoters",46.23,41.64,36
"1140","NH","New Hampshire","9/30/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",500,"likelyvoters",46,38,39
"1141","NH","New Hampshire","9/30/16","Google Consumer Surveys",73,"B",74,"likelyvoters",46.18,21.23,39
"1142","NH","New Hampshire","9/28/16","MassINC Polling Group",32,"A-",502,"likelyvoters",42,35,41
"1143","NH","New Hampshire","9/26/16","GBA Strategies",94,"B",600,"likelyvoters",43,37,43
"1144","NH","New Hampshire","9/26/16","Ipsos",25,"A-",186,"likelyvoters",49.45,39.51,43
"1145","NH","New Hampshire","9/25/16","CVOTER International",192,"C+",491,"likelyvoters",48.4,47.5,44
"1146","NH","New Hampshire","9/23/16","Google Consumer Surveys",73,"B",39,"likelyvoters",40.36,38.63,46
"1147","NH","New Hampshire","9/22/16","American Research Group",260,"C+",522,"registeredvoters",46,42,47
"1148","NH","New Hampshire","9/19/16","Ipsos",25,"A-",170,"likelyvoters",47.21,41.25,50
"1149","NH","New Hampshire","9/18/16","Monmouth University",1,"A+",400,"likelyvoters",47,38,51
"1150","NH","New Hampshire","9/18/16","CVOTER International",192,"C+",493,"likelyvoters",48.1,47.2,51
"1151","NH","New Hampshire","9/17/16","Google Consumer Surveys",73,"B",85,"likelyvoters",28.44,37.61,52
"1152","NH","New Hampshire","9/12/16","Ipsos",25,"A-",179,"likelyvoters",51.19,36.28,57
"1153","NH","New Hampshire","9/10/16","Google Consumer Surveys",73,"B",75,"likelyvoters",34.66,34.38,59
"1154","NH","New Hampshire","9/7/16","Marist College",8,"A",737,"likelyvoters",39,37,62
"1155","NH","New Hampshire","9/5/16","Ipsos",25,"A-",176,"likelyvoters",48.47,38.66,64
"1156","NH","New Hampshire","9/4/16","Emerson College",119,"B",600,"likelyvoters",42,37,65
"1157","NH","New Hampshire","9/3/16","Google Consumer Surveys",73,"B",78,"likelyvoters",34.78,20.7,66
"1158","NH","New Hampshire","8/30/16","Public Policy Polling",60,"B+",585,"likelyvoters",46,41,70
"1159","NH","New Hampshire","8/29/16","Ipsos",25,"A-",164,"likelyvoters",49.02,35.71,71
"1160","NH","New Hampshire","8/27/16","Public Policy Polling",60,"B+",977,"likelyvoters",46,40,73
"1161","NH","New Hampshire","8/27/16","Google Consumer Surveys",73,"B",73,"likelyvoters",32.92,22.15,73
"1162","NH","New Hampshire","8/24/16","University of New Hampshire",37,"B+",417,"likelyvoters",43,32,76
"1163","NH","New Hampshire","8/22/16","Ipsos",25,"A-",131,"likelyvoters",43.58,44.52,78
"1164","NH","New Hampshire","8/20/16","SurveyMonkey",352,"C-",1218,"registeredvoters",40,34,80
"1165","NH","New Hampshire","8/20/16","Google Consumer Surveys",73,"B",80,"likelyvoters",45.34,28.86,80
"1166","NH","New Hampshire","8/15/16","Ipsos",25,"A-",133,"likelyvoters",33.7,47.86,85
"1167","NH","New Hampshire","8/13/16","Google Consumer Surveys",73,"B",70,"likelyvoters",51.53,20.86,87
"1168","NH","New Hampshire","8/11/16","YouGov",81,"B",990,"likelyvoters",45,36,89
"1169","NH","New Hampshire","8/8/16","Ipsos",25,"A-",163,"likelyvoters",40.68,39.45,92
"1170","NH","New Hampshire","8/7/16","Vox Populi Communications",108,"B",820,"registeredvoters",41,31,93
"1171","NH","New Hampshire","7/30/16","MassINC Polling Group",32,"A-",609,"likelyvoters",47,32,101
"1172","NH","New Hampshire","7/20/16","Praecones Analytica",NA,"",1166,"registeredvoters",38.5,47.9,111
"1173","NH","New Hampshire","7/13/16","University of New Hampshire",37,"B+",469,"likelyvoters",37,37,118
"1174","NH","New Hampshire","6/26/16","American Research Group",260,"C+",533,"registeredvoters",47,42,135
"1175","NH","New Hampshire","6/16/16","TargetPoint",333,"C",200,"likelyvoters",44,40,145
"1176","NH","New Hampshire","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",41,41,146
"1177","NH","New Hampshire","5/26/16","RKM Research and Communications, Inc.",46,"B+",405,"likelyvoters",44,44,166
"1178","NH","New Hampshire","5/13/16","MassINC Polling Group",32,"A-",501,"likelyvoters",44,42,179
"1179","NH","New Hampshire","4/13/16","Dartmouth College",121,"B",362,"registeredvoters",34,29,209
"1180","NH","New Hampshire","4/12/16","University of New Hampshire",37,"B+",553,"likelyvoters",50,31,210
"1181","NH","New Hampshire","2/24/16","University of New Hampshire",37,"B+",628,"likelyvoters",47,39,258
"1182","NH","New Hampshire","2/6/16","University of Massachusetts Lowell",80,"B",1411,"registeredvoters",45,40,276
"1183","NH","New Hampshire","2/5/16","University of Massachusetts Lowell",80,"B",1413,"registeredvoters",45,39,277
"1184","NH","New Hampshire","2/4/16","University of Massachusetts Lowell",80,"B",1417,"registeredvoters",46,39,278
"1185","NH","New Hampshire","2/3/16","University of Massachusetts Lowell",80,"B",1417,"registeredvoters",44,40,279
"1186","NH","New Hampshire","1/15/16","University of New Hampshire",37,"B+",839,"likelyvoters",48,39,298
"1187","NH","New Hampshire","1/4/16","Marist College",8,"A",957,"registeredvoters",45,44,309
"1188","NH","New Hampshire","11/16/15","Fox News/Anderson Robbins Research/Shaw & Company Research",17,"A",804,"registeredvoters",47,40,358
"1189","NH","New Hampshire","11/11/15","Morning Consult",NA,"",530,"registeredvoters",45,38,363
"1190","NJ","New Jersey","10/17/16","Google Consumer Surveys",73,"B",792,"likelyvoters",41.22,32.52,22
"1191","NJ","New Jersey","10/14/16","Fairleigh Dickinson University (PublicMind)",15,"A",293,"likelyvoters",49,35,25
"1192","NJ","New Jersey","10/13/16","Ipsos",25,"A-",795,"likelyvoters",52.66,31.71,26
"1193","NJ","New Jersey","10/12/16","CVOTER International",192,"C+",338,"likelyvoters",57.1,39.4,27
"1194","NJ","New Jersey","10/12/16","Google Consumer Surveys",73,"B",658,"likelyvoters",39.82,32.04,27
"1195","NJ","New Jersey","10/6/16","Ipsos",25,"A-",953,"likelyvoters",49.93,32.23,33
"1196","NJ","New Jersey","10/6/16","Google Consumer Surveys",73,"B",618,"likelyvoters",40.3,34.19,33
"1197","NJ","New Jersey","10/5/16","CVOTER International",192,"C+",339,"likelyvoters",56.9,39.1,34
"1198","NJ","New Jersey","10/3/16","Ipsos",25,"A-",534,"likelyvoters",48.52,33.66,36
"1199","NJ","New Jersey","9/30/16","Google Consumer Surveys",73,"B",701,"likelyvoters",41.69,32.62,39
"1200","NJ","New Jersey","9/26/16","Ipsos",25,"A-",545,"likelyvoters",46.68,34.18,43
"1201","NJ","New Jersey","9/25/16","Stockton College",95,"B",638,"likelyvoters",46.2,39.8,44
"1202","NJ","New Jersey","9/25/16","CVOTER International",192,"C+",568,"likelyvoters",55.4,40.9,44
"1203","NJ","New Jersey","9/23/16","Google Consumer Surveys",73,"B",605,"likelyvoters",37.55,35.87,46
"1204","NJ","New Jersey","9/18/16","CVOTER International",192,"C+",560,"likelyvoters",56,39.9,51
"1205","NJ","New Jersey","9/17/16","Google Consumer Surveys",73,"B",655,"likelyvoters",35.6,36.19,52
"1206","NJ","New Jersey","9/15/16","Ipsos",25,"A-",853,"likelyvoters",50.49,32.22,54
"1207","NJ","New Jersey","9/10/16","Google Consumer Surveys",73,"B",729,"likelyvoters",36.27,33.98,59
"1208","NJ","New Jersey","9/8/16","Ipsos",25,"A-",880,"likelyvoters",48.91,33.46,61
"1209","NJ","New Jersey","9/8/16","Rutgers University",152,"B-",726,"registeredvoters",50,29,61
"1210","NJ","New Jersey","9/5/16","Ipsos",25,"A-",465,"likelyvoters",46.55,35.11,64
"1211","NJ","New Jersey","9/3/16","Emerson College",119,"B",800,"likelyvoters",47,43,66
"1212","NJ","New Jersey","9/3/16","Google Consumer Surveys",73,"B",742,"likelyvoters",35.95,33.11,66
"1213","NJ","New Jersey","8/27/16","Google Consumer Surveys",73,"B",737,"likelyvoters",37.83,29.03,73
"1214","NJ","New Jersey","8/25/16","Ipsos",25,"A-",666,"likelyvoters",47.4,36.24,75
"1215","NJ","New Jersey","8/20/16","SurveyMonkey",352,"C-",912,"registeredvoters",49,34,80
"1216","NJ","New Jersey","8/20/16","Google Consumer Surveys",73,"B",763,"likelyvoters",37.78,31.6,80
"1217","NJ","New Jersey","8/18/16","Ipsos",25,"A-",678,"likelyvoters",48.08,33.54,82
"1218","NJ","New Jersey","8/13/16","Google Consumer Surveys",73,"B",736,"likelyvoters",42.4,28.6,87
"1219","NJ","New Jersey","8/11/16","Ipsos",25,"A-",765,"likelyvoters",46.14,32.85,89
"1220","NJ","New Jersey","6/24/16","Fairleigh Dickinson University (PublicMind)",15,"A",349,"registeredvoters",44,32,137
"1221","NJ","New Jersey","6/24/16","Fairleigh Dickinson University (PublicMind)",15,"A",363,"registeredvoters",52,31,137
"1222","NJ","New Jersey","6/1/16","YouGov",81,"B",1194,"likelyvoters",49,34,160
"1223","NJ","New Jersey","5/25/16","Monmouth University",1,"A+",703,"registeredvoters",37,31,167
"1224","NJ","New Jersey","5/20/16","Fairleigh Dickinson University (PublicMind)",15,"A",702,"registeredvoters",48,37,172
"1225","NJ","New Jersey","5/13/16","Quinnipiac University",26,"A-",1989,"registeredvoters",45,38,179
"1226","NJ","New Jersey","4/4/16","Rutgers University",152,"B-",738,"registeredvoters",50,36,218
"1227","NJ","New Jersey","2/26/16","Fairleigh Dickinson University (PublicMind)",15,"A",694,"registeredvoters",52,36,256
"1228","NM","New Mexico","10/17/16","Google Consumer Surveys",73,"B",249,"likelyvoters",40.02,26.18,22
"1229","NM","New Mexico","10/12/16","CVOTER International",192,"C+",324,"likelyvoters",50.5,43.8,27
"1230","NM","New Mexico","10/12/16","SurveyMonkey",352,"C-",889,"likelyvoters",41,33,27
"1231","NM","New Mexico","10/12/16","Google Consumer Surveys",73,"B",214,"likelyvoters",40.3,22.32,27
"1232","NM","New Mexico","10/11/16","Zia Poll",NA,"",1536,"likelyvoters",46,36,28
"1233","NM","New Mexico","10/10/16","Ipsos",25,"A-",150,"likelyvoters",51.28,35.11,29
"1234","NM","New Mexico","10/6/16","Google Consumer Surveys",73,"B",174,"likelyvoters",35.4,28.14,33
"1235","NM","New Mexico","10/5/16","CVOTER International",192,"C+",330,"likelyvoters",50.5,43.4,34
"1236","NM","New Mexico","10/3/16","Ipsos",25,"A-",157,"likelyvoters",43.87,36.38,36
"1237","NM","New Mexico","9/30/16","SurveyUSA",12,"A",594,"likelyvoters",46,33,39
"1238","NM","New Mexico","9/30/16","Google Consumer Surveys",73,"B",202,"likelyvoters",43.05,22.73,39
"1239","NM","New Mexico","9/28/16","Research & Polling, Inc.",16,"A",501,"likelyvoters",35,31,41
"1240","NM","New Mexico","9/26/16","Ipsos",25,"A-",159,"likelyvoters",49.11,35.93,43
"1241","NM","New Mexico","9/25/16","CVOTER International",192,"C+",507,"likelyvoters",49.9,44.9,44
"1242","NM","New Mexico","9/24/16","Zia Poll",NA,"",1415,"likelyvoters",41.8,36.6,45
"1243","NM","New Mexico","9/23/16","Google Consumer Surveys",73,"B",194,"likelyvoters",37.92,26.02,46
"1244","NM","New Mexico","9/19/16","Ipsos",25,"A-",145,"likelyvoters",48.94,39.69,50
"1245","NM","New Mexico","9/18/16","CVOTER International",192,"C+",488,"likelyvoters",49.6,44.5,51
"1246","NM","New Mexico","9/17/16","Google Consumer Surveys",73,"B",216,"likelyvoters",30.14,29.76,52
"1247","NM","New Mexico","9/12/16","Ipsos",25,"A-",137,"likelyvoters",46.94,37.92,57
"1248","NM","New Mexico","9/10/16","Google Consumer Surveys",73,"B",219,"likelyvoters",42.32,28.46,59
"1249","NM","New Mexico","9/5/16","Ipsos",25,"A-",141,"likelyvoters",37.79,43.19,64
"1250","NM","New Mexico","9/3/16","Google Consumer Surveys",73,"B",215,"likelyvoters",27.25,29.96,66
"1251","NM","New Mexico","8/29/16","Ipsos",25,"A-",106,"likelyvoters",38.01,47.6,71
"1252","NM","New Mexico","8/27/16","Google Consumer Surveys",73,"B",184,"likelyvoters",36.08,27.95,73
"1253","NM","New Mexico","8/20/16","SurveyMonkey",352,"C-",1788,"registeredvoters",37,29,80
"1254","NM","New Mexico","8/20/16","Google Consumer Surveys",73,"B",201,"likelyvoters",41.65,25.13,80
"1255","NM","New Mexico","8/13/16","Google Consumer Surveys",73,"B",181,"likelyvoters",37.35,25.97,87
"1256","NM","New Mexico","8/8/16","Ipsos",25,"A-",115,"likelyvoters",43.98,41.45,92
"1257","NM","New Mexico","5/14/16","Public Policy Polling",60,"B+",802,"likelyvoters",41,33,178
"1258","NV","Nevada","10/17/16","Google Consumer Surveys",73,"B",259,"likelyvoters",36.7,35.81,22
"1259","NV","Nevada","10/15/16","Monmouth University",1,"A+",413,"likelyvoters",47,40,24
"1260","NV","Nevada","10/13/16","YouGov",81,"B",996,"likelyvoters",46,40,26
