state,Pollster,Obama,McCain,middate
WA,Rasmussen-1,49,47,9/10/08
WA,Elway Poll-3,45,39,9/7/08
WA,SurveyUSA-3,49,45,9/6/08
WA,SurveyUSA-2,51,44,8/11/08
WA,Rasmussen-1,52,40,8/6/08
WA,Elway Poll-10,47,35,7/26/08
WA,SurveyUSA-3,55,39,7/14/08
WA,Rasmussen-1,51,43,7/9/08
WA,SurveyUSA-3,55,40,6/18/08
WA,Rasmussen-1,53,35,6/9/08
WA,SurveyUSA-3,56,39,6/8/08
WA,Elway Poll-5,44,38,5/23/08
WA,SurveyUSA-3,52,36,5/17/08
WA,Rasmussen-1,51,40,5/12/08
WA,SurveyUSA-1,54,42,5/12/08
WA,SurveyUSA-3,53,40,4/15/08
WA,SurveyUSA-1,51,44,4/7/08
WA,Rasmussen-1,48,43,3/27/08
WA,Elway Poll-3,45,39,3/19/08
WA,SurveyUSA-3,52,41,3/15/08
WA,Rasmussen-1,44,45,2/28/08
WA,SurveyUSA-3,52,38,2/27/08
WA,SurveyUSA-2,55,38,2/3/08
WA,SurveyUSA-3,52,43,1/12/08
WA,Election 2004-1,53,46,1/1/08
WV,Zogby-4,40,50,10/24/08
WV,Research 2000-3,43,49,10/23/08
WV,West Virginia Wesleyan U.-2,44,49,10/20/08
WV,Rasmussen-1,43,52,10/20/08
WV,Opinion Research-3,44,53,10/20/08
WV,Mason-Dixon-2,41,47,10/16/08
WV,Insider Advantage-1,47,49,10/13/08
WV,ARG-5,50,42,10/6/08
WV,Rasmussen-1,42,50,9/24/08
WV,Opinion Research-3,46,50,9/22/08
WV,ARG-3,45,49,9/15/08
WV,Mark Blankenship-4,39,44,9/6/08
WV,Rasmussen-1,37,45,6/2/08
WV,SurveyUSA-3,35,53,2/27/08
WV,Election 2004-1,43,56,1/1/08
WI,SurveyUSA-2,55,39,10/28/08
WI,Research 2000-2,53,42,10/27/08
WI,U. of Wisconsin-8,52,42,10/24/08
WI,U. of Wisconsin-8,54,38,10/24/08
WI,Rasmussen-1,51,44,10/23/08
WI,Research 2000-2,52,41,10/20/08
WI,U. of Wisconsin-4,53,40,10/20/08
WI,SurveyUSA-2,51,43,10/18/08
WI,Financial Dynamics-5,53,40,10/18/08
WI,Mason-Dixon-2,51,39,10/16/08
WI,St. Norbert Coll.-9,51,38,10/13/08
WI,U. of Wisconsin-8,51,36,10/11/08
WI,Quinnipiac U.-5,54,37,10/10/08
WI,Rasmussen-1,54,44,10/6/08
WI,Research 2000-2,51,41,10/5/08
WI,SurveyUSA-2,52,42,10/5/08
WI,Opinion Research-4,51,46,10/4/08
WI,Research 2000-2,49,43,9/22/08
WI,ARG-4,50,45,9/19/08
WI,Quinnipiac U.-8,49,42,9/17/08
WI,U. of Wisconsin-4,45,44,9/15/08
WI,Rasmussen-1,48,46,9/15/08
WI,Opinion Research-3,49,45,9/15/08
WI,Opinion Research-3,50,47,9/15/08
WI,Rasmussen-1,47,43,8/5/08
WI,Wisconsin Policy Res. Inst.-2,44,38,8/3/08
WI,Quinnipiac U.-9,50,39,7/18/08
WI,Rasmussen-1,50,39,7/8/08
WI,Quinnipiac U.-8,52,39,6/20/08
WI,SurveyUSA-4,52,43,6/14/08
WI,U. of Wisconsin-3,50,37,6/9/08
WI,Rasmussen-1,45,43,6/5/08
WI,SurveyUSA-3,48,42,5/17/08
WI,Rasmussen-1,43,47,5/5/08
WI,U. of Wisconsin-10,47,43,4/19/08
WI,SurveyUSA-3,49,44,4/12/08
WI,St. Norbert Coll.-12,46,42,3/30/08
WI,Rasmussen-1,46,48,3/26/08
WI,SurveyUSA-3,48,44,3/15/08
WI,SurveyUSA-3,51,40,2/27/08
WI,Rasmussen-1,44,43,2/21/08
WI,SurveyUSA-3,52,42,2/16/08
WI,Election 2004-1,50,49,1/1/08
WY,Research 2000-3,36,61,10/28/08
WY,SurveyUSA-2,37,58,10/18/08
WY,Research 2000-3,35,58,10/15/08
WY,Mason-Dixon-2,32,58,10/13/08
WY,Research 2000-3,36,57,9/23/08
WY,Rasmussen-1,39,58,9/10/08
WY,ARG-3,28,66,9/10/08
WY,Mason-Dixon-3,25,62,8/14/08
WY,Research 2000-2,40,53,5/20/08
WY,SurveyUSA-3,35,54,2/27/08
WY,Election 2004-1,29,69,1/1/08
